3525	0	0	0	0	0	0	0	0	1084	38.4	1194	44.4	1258	49
3550	0	0	0	0	0	0	0	0	1078	38.3	1190	44.3	1255	48.9
3575	0	0	0	0	0	0	0	0	1072	38.2	1186	44.2	1252	48.9
3600	0	0	0	0	0	0	0	0	1065	38	1182	44.1	1249	48.8
3625	0	0	0	0	0	0	0	0	1059	37.9	1178	44.1	1246	48.8
3650	0	0	0	0	0	0	0	0	1053	37.8	1174	44	1243	48.7
3675	0	0	0	0	0	0	0	0	1046	37.6	1170	43.9	1240	48.7
3700	0	0	0	0	0	0	0	0	1039	37.5	1166	43.8	1237	48.6
3725	0	0	0	0	0	0	0	0	1033	37.3	1162	43.8	1234	48.6
3750	0	0	0	0	0	0	0	0	1026	37.2	1158	43.7	1230	48.5
3775	0	0	0	0	0	0	0	0	1018	37	1154	43.6	1227	48.5
3800	0	0	0	0	0	0	0	0	1011	36.8	1150	43.5	1224	48.4
3825	0	0	0	0	0	0	0	0	1003	36.7	1146	43.4	1221	48.3
3850	0	0	0	0	0	0	0	0	995	36.5	1141	43.4	1218	48.3
3875	0	0	0	0	0	0	0	0	987	36.3	1137	43.3	1215	48.2
3900	0	0	0	0	0	0	0	0	979	36.1	1133	43.2	1211	48.2
3925	0	0	0	0	0	0	0	0	970	35.9	1128	43.1	1208	48.1
3950	0	0	0	0	0	0	0	0	961	35.7	1124	43	1205	48.1
3975	0	0	0	0	0	0	0	0	951	35.4	1119	42.9	1202	48
4000	0	0	0	0	0	0	0	0	941	35.2	1115	42.8	1198	47.9
4025	0	0	0	0	0	0	0	0	931	34.9	1110	42.7	1195	47.9
4050	0	0	0	0	0	0	0	0	919	34.6	1105	42.6	1192	47.8
4075	0	0	0	0	0	0	0	0	907	34.3	1101	42.5	1188	47.7
4100	0	0	0	0	0	0	0	0	893	34	1096	42.4	1185	47.7
4125	0	0	0	0	0	0	0	0	878	33.6	1091	42.3	1181	47.6
4150	0	0	0	0	0	0	0	0	861	33.1	1086	42.2	1178	47.5
4175	0	0	0	0	0	0	0	0	840	32.5	1081	42.1	1174	47.5
4200	0	0	0	0	0	0	0	0	811	31.7	1076	42	1171	47.4
4225	0	0	0	0	0	0	0	0	0	0	1071	41.9	1167	47.3
4250	0	0	0	0	0	0	0	0	0	0	1066	41.7	1164	47.2
4275	0	0	0	0	0	0	0	0	0	0	1060	41.6	1160	47.2
4300	0	0	0	0	0	0	0	0	0	0	1055	41.5	1157	47.1
4325	0	0	0	0	0	0	0	0	0	0	1049	41.4	1153	47.0
4350	0	0	0	0	0	0	0	0	0	0	1044	41.2	1149	46.9
4375	0	0	0	0	0	0	0	0	0	0	1038	41.1	1146	46.9
4400	0	0	0	0	0	0	0	0	0	0	1032	41	1142	46.8
4425	0	0	0	0	0	0	0	0	0	0	1026	40.8	1138	46.7
4450	0	0	0	0	0	0	0	0	0	0	1020	40.7	1134	46.6
4475	0	0	0	0	0	0	0	0	0	0	1014	40.5	1130	46.5
4500	0	0	0	0	0	0	0	0	0	0	1007	40.3	1127	46.4
4525	0	0	0	0	0	0	0	0	0	0	1001	40.2	1123	46.4
4550	0	0	0	0	0	0	0	0	0	0	994	40	1119	46.3
4575	0	0	0	0	0	0	0	0	0	0	987	39.8	1115	46.2
4600	0	0	0	0	0	0	0	0	0	0	980	39.7	1111	46.1
4625	0	0	0	0	0	0	0	0	0	0	973	39.5	1107	46.0
4650	0	0	0	0	0	0	0	0	0	0	965	39.3	1102	45.9
4675	0	0	0	0	0	0	0	0	0	0	957	39.1	1098	45.8
4700	0	0	0	0	0	0	0	0	0	0	949	38.8	1094	45.7
4725	0	0	0	0	0	0	0	0	0	0	940	38.6	1090	45.6
4750	0	0	0	0	0	0	0	0	0	0	931	38.4	1085	45.5
4775	0	0	0	0	0	0	0	0	0	0	922	38.1	1081	45.4
4800	0	0	0	0	0	0	0	0	0	0	912	37.8	1077	45.3
4825	0	0	0	0	0	0	0	0	0	0	901	37.5	1072	45.2
4850	0	0	0	0	0	0	0	0	0	0	889	37.2	1067	45.1
4875	0	0	0	0	0	0	0	0	0	0	876	36.8	1063	45.0
4900	0	0	0	0	0	0	0	0	0	0	862	36.4	1058	44.8
4925	0	0	0	0	0	0	0	0	0	0	845	35.9	1053	44.7
4950	0	0	0	0	0	0	0	0	0	0	824	35.2	1048	44.6
4975	0	0	0	0	0	0	0	0	0	0	0	0	1043	44.5
5000	0	0	0	0	0	0	0	0	0	0	0	0	1038	44.3
5025	0	0	0	0	0	0	0	0	0	0	0	0	1033	44.2
5050	0	0	0	0	0	0	0	0	0	0	0	0	1028	44.1
5075	0	0	0	0	0	0	0	0	0	0	0	0	1023	43.9
5100	0	0	0	0	0	0	0	0	0	0	0	0	1017	43.8
5125	0	0	0	0	0	0	0	0	0	0	0	0	1012	43.6
5150	0	0	0	0	0	0	0	0	0	0	0	0	1006	43.5
5175	0	0	0	0	0	0	0	0	0	0	0	0	1000	43.3
5200	0	0	0	0	0	0	0	0	0	0	0	0	995	43.2
5225	0	0	0	0	0	0	0	0	0	0	0	0	989	43.0
5250	0	0	0	0	0	0	0	0	0	0	0	0	982	42.8
5275	0	0	0	0	0	0	0	0	0	0	0	0	976	42.7
5300	0	0	0	0	0	0	0	0	0	0	0	0	969	42.5
5325	0	0	0	0	0	0	0	0	0	0	0	0	963	42.3
5350	0	0	0	0	0	0	0	0	0	0	0	0	956	42.1
5375	0	0	0	0	0	0	0	0	0	0	0	0	948	41.9
5400	0	0	0	0	0	0	0	0	0	0	0	0	941	41.7
5425	0	0	0	0	0	0	0	0	0	0	0	0	933	41.4
5450	0	0	0	0	0	0	0	0	0	0	0	0	925	41.2
5475	0	0	0	0	0	0	0	0	0	0	0	0	916	40.9
5500	0	0	0	0	0	0	0	0	0	0	0	0	907	40.6
5525	0	0	0	0	0	0	0	0	0	0	0	0	897	40.4
5550	0	0	0	0	0	0	0	0	0	0	0	0	887	40.0
5575	0	0	0	0	0	0	0	0	0	0	0	0	876	39.7
5600	0	0	0	0	0	0	0	0	0	0	0	0	863	39.3
5625	0	0	0	0	0	0	0	0	0	0	0	0	849	38.8
5650	0	0	0	0	0	0	0	0	0	0	0	0	832	38.3
5675	0	0	0	0	0	0	0	0	0	0	0	0	811	37.6
